Name	DiseaseName	PMID	Sentence index	The # of total tokens	Location of token	which abbreviation
parkinson disease	parkinson Disease	21676605	3	37	16	8
parkinson disease	parkinson Disease	21676605	3	37	16	10
parkinson	parkinson Disease	21676605	3	37	16	20
parkinson disease	parkinson Disease	21676337	2	8	7	8
parkinson disease	parkinson Disease	21676337	2	8	7	10
parkinson	parkinson Disease	21676337	2	8	7	20
parkinson disease	parkinson Disease	21676337	3	10	1	8
parkinson disease	parkinson Disease	21676337	3	10	1	10
parkinson	parkinson Disease	21676337	3	10	1	20
parkinson	parkinson Disease	21676288	4	39	23	20
parkinson's	parkinson Disease	21674693	2	12	8	11
parkinson's disease	parkinson Disease	21674693	2	12	8	12
parkinson's disease	parkinson Disease	21674693	2	12	8	15
parkinson's	parkinson Disease	21674693	3	19	1	11
parkinson's disease	parkinson Disease	21674693	3	19	1	12
parkinson's disease	parkinson Disease	21674693	3	19	1	15
parkinson's	parkinson Disease	21674642	2	9	8	11
parkinson's disease	parkinson Disease	21674642	2	9	8	12
parkinson's disease	parkinson Disease	21674642	2	9	8	15
parkinson's	parkinson Disease	21674642	3	37	1	11
parkinson's disease	parkinson Disease	21674642	3	37	1	12
parkinson's disease	parkinson Disease	21674642	3	37	1	15
parkinson's	parkinson Disease	21674624	2	16	5	11
parkinson's	parkinson Disease	21674624	3	28	27	11
parkinson's disease	parkinson Disease	21674624	3	28	27	12
parkinson's disease	parkinson Disease	21674624	3	28	27	15
parkinson's	parkinson Disease	21674624	8	16	15	11
parkinson's disease	parkinson Disease	21674624	8	16	15	12
parkinson's disease	parkinson Disease	21674624	8	16	15	15
parkinson's	parkinson Disease	21674622	2	13	12	11
parkinson's disease	parkinson Disease	21674622	2	13	12	12
parkinson's disease	parkinson Disease	21674622	2	13	12	15
parkinson's	parkinson Disease	21674622	3	18	17	11
parkinson's disease	parkinson Disease	21674622	3	18	17	12
parkinson's disease	parkinson Disease	21674622	3	18	17	15
parkinson's	parkinson Disease	21674622	13	28	15	11
parkinson's disease	parkinson Disease	21674622	13	28	15	12
parkinson's disease	parkinson Disease	21674622	13	28	15	15
parkinson's	parkinson Disease	21674238	3	25	1	11
parkinson's disease	parkinson Disease	21674238	3	25	1	12
parkinson's disease	parkinson Disease	21674238	3	25	1	15
parkinson	parkinson Disease	21672695	2	9	4	20
parkinson disease	parkinson Disease	21672695	3	34	12	8
parkinson disease	parkinson Disease	21672695	3	34	12	10
parkinson	parkinson Disease	21672695	3	34	12	20
parkinson's	parkinson Disease	21672674	2	17	16	11
parkinson's disease	parkinson Disease	21672674	2	17	16	12
parkinson's disease	parkinson Disease	21672674	2	17	16	15
parkinson's	parkinson Disease	21672674	3	14	12	11
parkinson's disease	parkinson Disease	21672674	3	14	12	12
parkinson's disease	parkinson Disease	21672674	3	14	12	15
parkinson disease	parkinson Disease	21672576	4	32	22	8
parkinson disease	parkinson Disease	21672576	4	32	22	10
parkinson	parkinson Disease	21672576	4	32	22	20
parkinson's	parkinson Disease	21672570	2	14	13	11
parkinson's disease	parkinson Disease	21672570	2	14	13	12
parkinson's disease	parkinson Disease	21672570	2	14	13	15
parkinson's	parkinson Disease	21672570	3	20	13	11
parkinson's disease	parkinson Disease	21672570	3	20	13	12
parkinson's disease	parkinson Disease	21672570	3	20	13	15
parkinson disease	parkinson Disease	21672073	4	45	18	8
parkinson disease	parkinson Disease	21672073	4	45	18	10
parkinson	parkinson Disease	21672073	4	45	18	20
parkinson's	parkinson Disease	21671840	2	14	10	11
parkinson's disease	parkinson Disease	21671840	2	14	10	12
parkinson's disease	parkinson Disease	21671840	2	14	10	15
parkinson's	parkinson Disease	21671840	3	13	10	11
parkinson's disease	parkinson Disease	21671840	3	13	10	12
parkinson's disease	parkinson Disease	21671840	3	13	10	15
parkinson's	parkinson Disease	21671840	8	25	19	11
parkinson's disease	parkinson Disease	21671840	8	25	19	12
parkinson's disease	parkinson Disease	21671840	8	25	19	15
parkinson's	parkinson Disease	21671510	2	21	8	11
parkinson's	parkinson Disease	21671509	2	12	11	11
parkinson's disease	parkinson Disease	21671509	2	12	11	12
parkinson's disease	parkinson Disease	21671509	2	12	11	15
parkinson's	parkinson Disease	21671508	2	15	9	11
parkinson's disease	parkinson Disease	21671508	2	15	9	12
parkinson's disease	parkinson Disease	21671508	2	15	9	15
parkinson's	parkinson Disease	21671508	5	22	16	11
parkinson's disease	parkinson Disease	21671508	5	22	16	12
parkinson's disease	parkinson Disease	21671508	5	22	16	15
parkinson	parkinson Disease	21670764	2	9	1	20
parkinson's	parkinson Disease	21670077	2	8	7	11
parkinson's disease	parkinson Disease	21670077	2	8	7	12
parkinson's disease	parkinson Disease	21670077	2	8	7	15
parkinson's	parkinson Disease	21670077	3	21	6	11
parkinson's disease	parkinson Disease	21670077	3	21	6	12
parkinson's disease	parkinson Disease	21670077	3	21	6	15
parkinson's	parkinson Disease	21669496	2	10	9	11
parkinson's disease	parkinson Disease	21669496	2	10	9	12
parkinson's disease	parkinson Disease	21669496	2	10	9	15
parkinson's	parkinson Disease	21669041	3	18	1	11
parkinson's disease	parkinson Disease	21669041	3	18	1	12
parkinson's disease	parkinson Disease	21669041	3	18	1	15
parkinson's	parkinson Disease	21668692	2	8	1	11
parkinson's disease	parkinson Disease	21668692	2	8	1	12
parkinson's disease	parkinson Disease	21668692	2	8	1	15
parkinson	parkinson Disease	21668692	2	8	4	20
parkinson's	parkinson Disease	21668692	3	27	16	11
parkinson's disease	parkinson Disease	21668692	3	27	16	12
parkinson's disease	parkinson Disease	21668692	3	27	16	15
parkinson	parkinson Disease	21668692	4	21	12	20
parkinson's	parkinson Disease	21667279	3	21	19	11
parkinson's disease	parkinson Disease	21667279	3	21	19	12
parkinson's disease	parkinson Disease	21667279	3	21	19	15
parkinson's	parkinson Disease	21667065	2	15	12	11
parkinson's disease	parkinson Disease	21667065	2	15	12	12
parkinson's disease	parkinson Disease	21667065	2	15	12	15
parkinson's	parkinson Disease	21667065	3	35	33	11
parkinson's disease	parkinson Disease	21667065	3	35	33	12
parkinson's disease	parkinson Disease	21667065	3	35	33	15
parkinson's	parkinson Disease	21666262	2	13	1	11
parkinson's disease	parkinson Disease	21666262	2	13	1	12
parkinson's disease	parkinson Disease	21666262	2	13	1	15
parkinson's	parkinson Disease	21666262	3	20	4	11
parkinson's disease	parkinson Disease	21666262	3	20	4	12
parkinson's disease	parkinson Disease	21666262	3	20	4	15
parkinson's	parkinson Disease	21666262	5	46	10	11
parkinson's disease	parkinson Disease	21666262	5	46	10	12
parkinson's disease	parkinson Disease	21666262	5	46	10	15
parkinson's	parkinson Disease	21666262	6	43	21	11
parkinson's disease	parkinson Disease	21666262	6	43	21	12
parkinson's disease	parkinson Disease	21666262	6	43	21	15
parkinson's	parkinson Disease	21666262	7	31	10	11
parkinson's disease	parkinson Disease	21666262	7	31	10	12
parkinson's disease	parkinson Disease	21666262	7	31	10	15
parkinson's	parkinson Disease	21666262	13	72	54	11
parkinson's disease	parkinson Disease	21666262	13	72	54	12
parkinson's disease	parkinson Disease	21666262	13	72	54	15
parkinson's	parkinson Disease	21664737	2	17	16	11
parkinson's disease	parkinson Disease	21664737	2	17	16	12
parkinson's disease	parkinson Disease	21664737	2	17	16	15
parkinson's	parkinson Disease	21664737	3	28	4	11
parkinson's disease	parkinson Disease	21664737	3	28	4	12
parkinson's disease	parkinson Disease	21664737	3	28	4	15
parkinson's	parkinson Disease	21664587	2	9	8	11
parkinson's disease	parkinson Disease	21664587	2	9	8	12
parkinson's disease	parkinson Disease	21664587	2	9	8	15
parkinson's	parkinson Disease	21664587	3	22	4	11
parkinson's disease	parkinson Disease	21664587	3	22	4	12
parkinson's disease	parkinson Disease	21664587	3	22	4	15
parkinson's	parkinson Disease	21664587	5	25	18	11
parkinson's disease	parkinson Disease	21664587	5	25	18	12
parkinson's disease	parkinson Disease	21664587	5	25	18	15
parkinson's	parkinson Disease	21664587	6	24	7	11
parkinson's disease	parkinson Disease	21664587	6	24	7	12
parkinson's disease	parkinson Disease	21664587	6	24	7	15
parkinson's	parkinson Disease	21664587	9	28	19	11
parkinson's	parkinson Disease	21663383	2	12	10	11
parkinson's disease	parkinson Disease	21663383	2	12	10	12
parkinson's disease	parkinson Disease	21663383	2	12	10	15
parkinson's	parkinson Disease	21663383	6	30	22	11
parkinson's disease	parkinson Disease	21663383	6	30	22	12
parkinson's disease	parkinson Disease	21663383	6	30	22	15
parkinson's	parkinson Disease	21663381	2	15	4	11
parkinson's	parkinson Disease	21663381	3	19	17	11
parkinson's disease	parkinson Disease	21663381	3	19	17	12
parkinson's disease	parkinson Disease	21663381	3	19	17	15
parkinson's	parkinson Disease	21661056	2	10	5	11
parkinson's disease	parkinson Disease	21661056	2	10	5	12
parkinson's disease	parkinson Disease	21661056	2	10	5	15
parkinson's	parkinson Disease	21661056	3	15	4	11
parkinson's disease	parkinson Disease	21661056	3	15	4	12
parkinson's disease	parkinson Disease	21661056	3	15	4	15
parkinson's	parkinson Disease	21661056	4	19	10	11
parkinson's disease	parkinson Disease	21661056	4	19	10	12
parkinson's disease	parkinson Disease	21661056	4	19	10	15
parkinson's	parkinson Disease	21661056	5	35	19	11
parkinson's disease	parkinson Disease	21661056	5	35	19	12
parkinson's disease	parkinson Disease	21661056	5	35	19	15
parkinson's	parkinson Disease	21661056	6	19	4	11
parkinson's disease	parkinson Disease	21661056	6	19	4	12
parkinson's disease	parkinson Disease	21661056	6	19	4	15
parkinson's	parkinson Disease	21661056	8	14	13	11
parkinson's disease	parkinson Disease	21661056	8	14	13	12
parkinson's disease	parkinson Disease	21661056	8	14	13	15
parkinson's	parkinson Disease	21661056	10	18	4	11
parkinson's disease	parkinson Disease	21661056	10	18	4	12
parkinson's disease	parkinson Disease	21661056	10	18	4	15
parkinson's	parkinson Disease	21661054	2	9	4	11
parkinson's	parkinson Disease	21661054	3	21	12	11
parkinson's	parkinson Disease	21661047	2	9	8	11
parkinson's disease	parkinson Disease	21661047	2	9	8	12
parkinson's disease	parkinson Disease	21661047	2	9	8	15
parkinson's	parkinson Disease	21661047	3	21	20	11
parkinson's disease	parkinson Disease	21661047	3	21	20	12
parkinson's disease	parkinson Disease	21661047	3	21	20	15
parkinson's	parkinson Disease	21661047	5	39	12	11
parkinson's disease	parkinson Disease	21661047	5	39	12	12
parkinson's disease	parkinson Disease	21661047	5	39	12	15
parkinson's	parkinson Disease	21661047	9	20	7	11
parkinson's disease	parkinson Disease	21661047	9	20	7	12
parkinson's disease	parkinson Disease	21661047	9	20	7	15
parkinson's	parkinson Disease	21661047	10	37	15	11
parkinson's disease	parkinson Disease	21661047	10	37	15	12
parkinson's disease	parkinson Disease	21661047	10	37	15	15
parkinson's	parkinson Disease	21660634	5	36	30	11
parkinson	parkinson Disease	21660610	2	11	5	20
idiopathic parkinson's disease	parkinson Disease	21660610	3	11	1	1
idiopathic parkinson's disease	parkinson Disease	21660610	3	11	1	2
parkinson's	parkinson Disease	21660610	3	11	2	11
parkinson's disease	parkinson Disease	21660610	3	11	2	12
parkinson's disease	parkinson Disease	21660610	3	11	2	15
parkinson	parkinson Disease	21660610	5	15	14	20
parkinson	parkinson Disease	21660610	6	36	27	20
parkinson	parkinson Disease	21660610	13	13	12	20
parkinson's	parkinson Disease	21658954	2	14	1	11
parkinson's disease	parkinson Disease	21658954	2	14	1	12
parkinson's disease	parkinson Disease	21658954	2	14	1	15
parkinson's	parkinson Disease	21658954	3	25	23	11
parkinson's disease	parkinson Disease	21658954	3	25	23	12
parkinson's disease	parkinson Disease	21658954	3	25	23	15
parkinson's	parkinson Disease	21658728	2	8	7	11
parkinson's disease	parkinson Disease	21658728	2	8	7	12
parkinson's disease	parkinson Disease	21658728	2	8	7	15
parkinson's	parkinson Disease	21658728	3	29	10	11
parkinson's disease	parkinson Disease	21658728	3	29	10	12
parkinson's disease	parkinson Disease	21658728	3	29	10	15
parkinson's	parkinson Disease	21658431	2	9	8	11
parkinson's disease	parkinson Disease	21658431	2	9	8	12
parkinson's disease	parkinson Disease	21658431	2	9	8	15
parkinson's	parkinson Disease	21658431	4	31	26	11
parkinson's disease	parkinson Disease	21658431	4	31	26	12
parkinson's disease	parkinson Disease	21658431	4	31	26	15
parkinson's	parkinson Disease	21658387	2	18	16	11
parkinson's	parkinson Disease	21658387	3	20	9	11
parkinson's	parkinson Disease	21658161	2	16	15	11
parkinson's disease	parkinson Disease	21658161	2	16	15	12
parkinson's disease	parkinson Disease	21658161	2	16	15	15
parkinson's	parkinson Disease	21658161	3	19	9	11
parkinson's disease	parkinson Disease	21658161	3	19	9	12
parkinson's disease	parkinson Disease	21658161	3	19	9	15
parkinson's	parkinson Disease	21656921	2	12	11	11
parkinson's disease	parkinson Disease	21656921	2	12	11	12
parkinson's disease	parkinson Disease	21656921	2	12	11	15
parkinson's	parkinson Disease	21656921	5	28	27	11
parkinson's disease	parkinson Disease	21656921	5	28	27	12
parkinson's disease	parkinson Disease	21656921	5	28	27	15
parkinson's	parkinson Disease	21656921	9	16	11	11
parkinson's disease	parkinson Disease	21656921	9	16	11	12
parkinson's disease	parkinson Disease	21656921	9	16	11	15
parkinson's	parkinson Disease	21656414	2	10	9	11
parkinson's disease	parkinson Disease	21656414	2	10	9	12
parkinson's disease	parkinson Disease	21656414	2	10	9	15
parkinson's	parkinson Disease	21656414	3	29	8	11
parkinson's disease	parkinson Disease	21656414	3	29	8	12
parkinson's disease	parkinson Disease	21656414	3	29	8	15
parkinson's	parkinson Disease	21656215	6	45	12	11
parkinson's disease	parkinson Disease	21656215	6	45	12	12
parkinson's disease	parkinson Disease	21656215	6	45	12	15
parkinson's	parkinson Disease	21655272	7	21	16	11
parkinson's disease	parkinson Disease	21655272	7	21	16	12
parkinson's disease	parkinson Disease	21655272	7	21	16	15
parkinson's	parkinson Disease	21655265	2	15	13	11
parkinson's disease	parkinson Disease	21655265	2	15	13	12
parkinson's disease	parkinson Disease	21655265	2	15	13	15
parkinson's	parkinson Disease	21655265	3	24	15	11
parkinson's disease	parkinson Disease	21655265	3	24	15	12
parkinson's disease	parkinson Disease	21655265	3	24	15	15
idiopathic parkinson's disease	parkinson Disease	21655131	4	26	19	1
idiopathic parkinson's disease	parkinson Disease	21655131	4	26	19	2
parkinson's	parkinson Disease	21655131	4	26	20	11
parkinson's disease	parkinson Disease	21655131	4	26	20	12
parkinson's disease	parkinson Disease	21655131	4	26	20	15
parkinson	parkinson Disease	21653695	2	13	10	20
parkinson disease	parkinson Disease	21653695	3	20	18	8
parkinson disease	parkinson Disease	21653695	3	20	18	10
parkinson	parkinson Disease	21653695	3	20	18	20
parkinson's	parkinson Disease	21653540	2	9	8	11
parkinson's disease	parkinson Disease	21653540	2	9	8	12
parkinson's disease	parkinson Disease	21653540	2	9	8	15
parkinson's	parkinson Disease	21653540	4	26	12	11
parkinson's disease	parkinson Disease	21653540	4	26	12	12
parkinson's disease	parkinson Disease	21653540	4	26	12	15
parkinson's	parkinson Disease	21653540	6	21	20	11
parkinson's disease	parkinson Disease	21653540	6	21	20	12
parkinson's disease	parkinson Disease	21653540	6	21	20	15
parkinson's	parkinson Disease	21653540	7	25	4	11
parkinson's disease	parkinson Disease	21653540	7	25	4	12
parkinson's disease	parkinson Disease	21653540	7	25	4	15
parkinson's	parkinson Disease	21653540	10	15	2	11
parkinson's disease	parkinson Disease	21653540	10	15	2	12
parkinson's disease	parkinson Disease	21653540	10	15	2	15
parkinson's	parkinson Disease	21653540	12	70	27	11
parkinson's disease	parkinson Disease	21653540	12	70	27	12
parkinson's disease	parkinson Disease	21653540	12	70	27	15
parkinson's	parkinson Disease	21653540	17	27	26	11
parkinson's disease	parkinson Disease	21653540	17	27	26	12
parkinson's disease	parkinson Disease	21653540	17	27	26	15
parkinson disease	parkinson Disease	21652707	12	32	31	8
parkinson disease	parkinson Disease	21652707	12	32	31	10
parkinson	parkinson Disease	21652707	12	32	31	20
parkinson's	parkinson Disease	21651967	2	14	13	11
parkinson's disease	parkinson Disease	21651967	2	14	13	12
parkinson's disease	parkinson Disease	21651967	2	14	13	15
parkinson's	parkinson Disease	21651510	2	5	4	11
parkinson's disease	parkinson Disease	21651510	2	5	4	12
parkinson's disease	parkinson Disease	21651510	2	5	4	15
parkinson's	parkinson Disease	21651510	5	32	21	11
parkinson's	parkinson Disease	21651332	3	17	15	11
parkinson's disease	parkinson Disease	21651332	3	17	15	12
parkinson's disease	parkinson Disease	21651332	3	17	15	15
parkinson's	parkinson Disease	21651331	2	5	4	11
parkinson's disease	parkinson Disease	21651331	2	5	4	12
parkinson's disease	parkinson Disease	21651331	2	5	4	15
parkinson's	parkinson Disease	21651331	3	24	1	11
parkinson's disease	parkinson Disease	21651331	3	24	1	12
parkinson's disease	parkinson Disease	21651331	3	24	1	15
parkinson's	parkinson Disease	21651330	2	10	5	11
parkinson's	parkinson Disease	21651330	3	23	21	11
parkinson's disease	parkinson Disease	21651330	3	23	21	12
parkinson's disease	parkinson Disease	21651330	3	23	21	15
parkinson's	parkinson Disease	21651329	2	10	4	11
